RegionName,StateName,Metro,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,2013,2014,2015,2016,2017,2018,2019,2020
Osceola County,MI,,61715,62467,63081,63232,63287,64394,66288,67998,68981,69225,69568,69820,69828,69772,69775,70057,70314,69638,69141,69259,69684,70316,70561,71333,71728,72107,72376,72970,73182,73483,72686,72251,72112,72410,72553,72322,72338,72301,72443,72032,72399,72816,74446,75271,76019,76112,76470,76875,77253,77718,78056,78757,78998,79244,79099,79299,79435,79842,80207,80676,81127,81750,82342,83070,83622,84426,85027,85508,85841,86303,86976,87733,88527,89162,89845,90431,90732,90862,90867,91358,91985,92544,92599,92619,92632,93092,93395,93705,94478,95333,96520,97431,98428,99483,100967,102551,65838,69973.16667,72515,80153.66667,79048.66667,84477.08333,90960.91667,96501.25
Routt County,CO,Steamboat Springs,403415,404689,406064,407589,409540,411591,413405,415190,417005,419023,421448,423691,425570,427432,429459,431864,434002,435967,438216,441020,443806,446743,449424,452375,455387,458936,462512,466135,470367,474574,478532,481428,484320,487157,490118,493027,496143,498831,501298,502678,504718,506998,509995,512247,514343,516096,517858,519376,520879,522524,524036,526047,525860,525671,524886,526282,527948,530135,532642,535698,538594,541281,544400,548423,553496,557260,560108,561559,563011,563385,564385,565244,566742,567503,569097,572381,578655,583793,587700,588632,589872,589234,586811,583948,582371,582341,581968,580440,577429,576833,578615,583738,589490,598026,608626,620782,412720.8333,437989.8333,475207.75,549467.3333,526884,555095.5,580364,588388.25
Mitchell County,GA,,63340,63558,63771,64074,64476,64831,65226,65562,65868,66110,66371,66839,67314,67701,68018,68380,68722,69094,69370,69732,70016,70386,70729,70834,70935,71062,71287,71528,71860,72336,72801,73237,73661,74017,74416,74897,75340,75776,76393,76987,77451,77644,77957,78178,78360,78568,78977,79453,80047,80555,80924,81191,81524,81891,82241,82467,82832,83116,83123,82986,82840,83015,83116,83342,83527,83842,83909,84280,84562,84882,85158,85638,86132,86162,86185,86142,86191,86184,86208,86479,86723,86932,86468,85907,85395,85470,85465,85472,85442,85424,85532,85370,85280,85252,85834,86464,65002.16667,69191.33333,72669.75,83831.75,81908.08333,84009.25,86309.41667,85533.33333
Ray County,MO,Kansas City,102779,102875,102838,102599,102240,102013,101709,101445,101229,100967,100873,100882,100872,100807,100790,100516,100291,100007,100187,100358,100568,100737,100986,101219,101561,101827,102194,102629,103112,103578,103878,104224,104550,104997,105661,106431,107012,107278,107375,107750,108151,108648,108985,109395,109764,110086,109894,109630,109529,109997,110555,110892,111230,111647,112292,112859,113515,114229,114982,115782,116644,117682,118858,120237,121687,122919,123881,124789,125632,126509,127470,128367,129138,129491,129912,130482,131412,132428,133460,134379,135385,136294,136828,137337,137831,138801,139624,140299,140704,141202,141845,142681,143512,144436,145662,146976,101870.75,100611.5,103720.1667,117533.25,112292.4167,122889.5833,133045.5,141964.4167
Crisp County,GA,Cordele,67375,68092,68844,69222,69605,69979,70380,70822,71214,71595,71975,72399,72718,73080,73395,73916,74376,74896,75251,75620,75978,76424,76836,77218,77504,77752,78076,78442,78873,79245,79772,80273,80814,81204,81599,81927,82369,82788,83184,83493,83866,84221,84615,84931,85153,85370,85607,85926,86181,86464,86727,87021,87224,87560,87765,88097,88512,89141,89772,90428,90958,91514,91924,92462,92965,93376,93726,94010,94321,94583,95023,95506,96122,96469,96989,97279,97646,97829,98129,98555,99046,99498,99244,98800,98237,98210,98070,98039,98004,98156,98307,98401,98455,98558,99149,99913,70125.16667,74975.66667,79623.41667,91120.83333,87907.66667,93364,97967.16667,98458.25
Assumption Parish,LA,,109754,109061,108443,107750,108002,108025,108406,108695,109634,110618,111876,112765,113856,114918,115969,116640,117137,117821,118409,119121,119536,119878,120300,121017,121528,122025,122311,122898,123097,123703,124194,124819,125192,125745,126733,127733,128469,128944,129425,130216,131214,131986,132846,133136,133516,133645,132520,131487,130711,131232,132144,132740,133661,133999,134427,134768,135320,135771,136786,137500,138218,138049,137813,137448,136987,136968,136937,137446,137782,138283,139128,139904,140961,141531,142307,142810,143743,144540,145687,146554,147510,147893,147404,146846,146285,146340,146134,146203,145879,145540,144887,144184,143419,142983,142898,142895,109419.0833,117883.5,124164.8333,142094.75,134088.25,137913.5833,144815.5,144803.9167
Itawamba County,MS,Tupelo,,,,,,,,,,,,,,,,,90663,90211,89860,89111,88579,88334,88530,88785,89155,88946,88806,88566,88561,88580,88620,89214,89691,89887,89416,89163,89175,90022,90808,91346,91631,92093,92687,92662,92498,92292,92309,91901,90800,89923,89227,89495,89644,89851,89874,89806,89711,89636,89732,90040,90314,90444,90202,89924,89653,89601,89509,89664,89888,90144,90182,90283,90793,91472,92223,92605,92846,93024,93343,93931,94586,94821,95008,95121,95450,95626,95824,96285,96892,97512,98107,98443,98754,99430,100277,101184,0,59506.08333,89050.41667,99048.91667,89811.58333,89984,93314.41667,97815.33333
Limestone County,TX,,71276,71572,71846,72228,72598,72871,73143,73446,73805,74190,74675,75155,75561,75971,76350,76722,77037,77455,77923,78338,78722,79098,79660,80183,80823,81216,81731,82125,82595,83039,83385,83875,84341,84861,84788,84671,84533,84855,85181,85580,85984,86387,86845,87238,87696,88093,88699,89293,89934,90468,90908,91346,91732,92167,92544,92872,93121,93349,93831,94435,95024,95456,95837,96156,96468,96705,96938,97197,97420,97780,97972,98153,98281,98575,98994,99455,99815,100132,100398,100794,101278,101513,101340,101052,100913,100866,100750,100645,100662,100777,100976,101112,101248,101550,102227,103029,73067.08333,77751.66667,83120.83333,93754.58333,92225.58333,96758.83333,100135.5833,101229.5833
Nodaway County,MO,Maryville,100905,101174,101342,101363,101473,101642,101862,102084,102163,102292,102415,102702,102978,103345,103734,104338,104763,105224,105511,105974,106425,106997,107419,107871,108242,108675,109098,109458,109858,110207,110751,111261,111954,112403,113109,113766,114455,114964,115237,115706,116375,117168,117845,118320,118578,118814,119059,119383,120032,120775,121618,122279,122813,123288,123838,124627,125776,127051,127937,128685,129233,129965,130996,131756,132522,133226,134121,134906,135413,135702,136257,136968,137831,138524,139056,139670,140319,140747,141066,141408,142094,142767,143334,143366,143437,143491,143655,143923,144191,144693,145188,145687,146005,146434,146924,147812,101784.75,105381.5833,110731.8333,126639.1667,124059.9167,133422.0833,140848.5,145120
Saline County,MO,Marshall,75193,75213,75255,75254,75197,75237,75215,75160,75108,75275,75501,75626,75664,75643,75853,76189,76814,77386,77823,77999,78222,78680,79008,79500,80628,81755,82869,83217,83514,83400,83492,83746,83780,83684,83784,84385,84062,83798,83276,83709,83505,83706,83509,83924,84533,85144,85731,85755,86616,87553,88654,89187,89783,90055,90672,90767,91510,92063,92842,93345,93871,93736,93698,93392,94047,95290,97073,98551,98582,98382,97511,97439,96433,96340,96151,96834,97239,97440,97230,97292,97465,97922,97914,98252,99025,100109,100879,101284,101537,101821,102205,102718,103803,104903,106748,108084,75269.5,77398.41667,83187.83333,91253.08333,90253.91667,95964.33333,97209.33333,102759.6667
Prince Edward County,VA,,138420,138896,139523,140220,140622,141099,141364,141633,141902,142501,143324,144159,144999,145629,145783,145498,145631,146300,147447,148423,149099,149284,149164,149226,149237,149285,149242,149489,149510,149158,148696,148541,148859,149169,149585,149358,149380,149403,150124,150562,150876,151229,151686,152207,152202,152541,152759,153615,153905,154218,154105,154435,154875,155451,155872,156222,156686,157024,157772,158336,159261,159773,160311,160537,160999,161250,161472,161525,161918,162332,162732,163301,164033,165062,166108,167177,168051,168699,169392,170224,171203,172023,171606,171044,170284,170328,170140,170070,170107,170499,170999,171587,171997,172652,174304,176155,141138.5833,147206.9167,149177.4167,163828.5,155741.75,161284.25,168718.5,171593.5
Starke County,IN,,94336,94436,94542,94683,94800,94834,94881,94874,94908,94977,95225,95448,95694,95821,96060,96236,96395,96585,96878,97323,97755,98080,98267,98440,98694,98974,99116,99269,99437,99711,99895,100004,100069,100121,100273,100464,100613,100743,100906,101101,101339,101429,101504,101545,101656,102053,102344,102632,102942,103402,103932,104368,104738,105132,105507,105968,106466,106914,107415,107962,108412,108783,109094,109559,110050,110747,111594,112367,112948,112978,113002,113017,113426,113921,114458,115007,115552,116165,116681,117229,117626,118145,118366,118583,118660,118911,119104,119271,119503,119653,119867,120130,120646,121397,122430,123524,94828.66667,96961.16667,99668.91667,109860.75,105395.5,111045.9167,116263.25,120258
Johnson County,KY,,67710,67596,67440,67360,67258,67435,67602,67752,67708,67652,67605,67519,67509,67591,67770,67934,68098,68349,68720,69024,69224,69297,69471,69781,70252,70685,70952,71125,71236,71448,71652,71949,72163,72497,72822,72977,72924,72947,73076,73308,73558,73904,74158,74388,74656,74920,75056,75041,75082,75321,75922,76460,76880,77029,77350,77576,77829,78018,78362,78811,79356,79316,79155,78953,79217,79626,79983,80455,80748,80990,81158,81568,81971,82557,82818,83367,84017,85397,86480,87273,87488,87673,87492,87099,86680,86609,86664,86515,86099,85134,84404,83863,83839,83866,84149,84430,67553.08333,68564,71646.5,80076.08333,77053.33333,80043.75,85302.66667,85187.66667
Teller County,CO,Colorado Springs,200210,201355,202431,203697,204971,206453,207854,209257,210571,211972,213255,214592,215795,217083,218376,219688,220782,221928,223439,225131,226821,228253,229896,231517,233034,234543,235989,237619,239603,241531,242844,243850,245076,246927,248793,250364,252504,254526,256778,258512,260159,261710,263392,265066,266280,267317,268450,270160,271615,273079,274428,276027,277581,279160,280957,282935,285299,287562,289875,292121,294504,296875,299180,301207,303147,305002,306686,308260,309676,311033,312552,313901,315052,315950,316838,317947,319569,321160,322978,324417,325987,327471,327395,327209,326959,327906,328736,329541,330106,330867,331611,332793,334020,335520,338280,341383,207218.1667,223225.75,241681.0833,282934.8333,280886.5833,305168.5833,321831.0833,332310.1667
Rowan County,KY,,95136,95810,96402,96678,97057,97234,97270,97173,97201,97451,97971,98444,97764,96993,96024,96040,95993,96344,96681,97192,97636,97880,97437,97002,96762,97101,97581,97969,98315,98375,98527,98642,98849,99069,99538,100158,101203,102042,102800,103209,103617,104122,104637,105135,105526,105865,106356,106895,107334,107677,108037,108496,109074,109553,110087,110496,110975,111444,112228,112685,113047,113166,113520,113857,114117,114568,115014,115318,115480,115737,115616,115582,115544,116282,116915,117621,118206,119162,120059,120815,121135,121347,121182,121096,120933,120757,120467,120139,119973,119513,119142,119009,119295,119647,120429,121217,96985.58333,96915.5,98407.16667,112630.4167,109840.5,114585.1667,119113.6667,120043.4167
Burke County,GA,Augusta-Richmond County,63305,63809,64355,64766,65107,65467,65893,66381,66879,67191,67430,67703,67979,68360,68754,69188,69660,70125,70491,70755,71063,71436,71865,72166,72562,72955,73451,73932,74358,74854,75283,75698,76014,76270,76586,77128,77400,77585,77444,77547,77805,78048,78460,78976,79511,79964,80248,80607,81064,81534,82048,82601,83033,83506,83801,84177,84609,85338,86260,86935,87705,88372,89221,89842,90479,91019,91681,92230,92941,93488,94082,94656,95270,95804,96372,96786,97259,97711,98315,99011,99602,100048,99879,99752,99447,99671,99717,100010,100314,100735,101065,101416,101813,102409,103493,104699,65690.5,70153.5,74924.25,85060.25,83742.16667,91309.66667,97984.08333,101232.4167
Meeker County,MN,,119816,120222,120703,121247,121812,122279,122805,123112,123495,123831,124329,124888,125458,125998,126492,126916,127276,127617,127915,128237,128484,128859,129145,129540,129935,130380,130797,131162,131552,132043,132559,133141,133676,134097,134593,134883,135248,135578,135998,136484,136894,137344,137695,138131,138602,139219,139787,140519,141211,141968,142746,143518,144304,144927,145713,146444,147211,147916,148750,149657,150503,151332,152071,152792,153442,154139,154575,155042,155477,156265,156943,157533,158033,158889,159819,160793,161511,162322,163202,164266,165282,166081,166012,165951,165889,166097,166169,166239,166598,166962,167433,167814,168294,168834,170137,171542,122378.25,127661.4167,132401.5,148865.1667,145363.75,154176.1667,162680.0833,167667.3333
Scott County,VA,Kingsport-Bristol-Bristol,64189,64362,64546,64681,64785,64932,65169,65351,65449,65414,65484,65666,65881,66058,66146,66251,66455,66729,67041,67302,67560,67840,68111,68328,68531,68720,68937,69122,69329,69467,69576,69708,69878,69947,70066,70231,70545,70835,71172,71582,71855,72173,72424,72797,73115,73801,74433,75064,75375,75795,76206,76544,76920,77285,77735,78058,78400,78572,78887,79186,79634,79877,80099,80297,80600,80856,81132,81546,82057,82447,82698,83081,83524,83984,84216,84520,84721,85140,85586,86166,86716,87165,87066,86524,85939,85745,85820,85882,86017,86080,86167,86177,86234,86529,87361,88562,65002.33333,66975.16667,69459.33333,78335.58333,77413.58333,81193.66667,85444,86376.08333
Aransas County,TX,Corpus Christi,156185,156920,157666,158453,159289,159963,160684,161504,162505,163383,164206,164972,165752,166554,167026,167536,168154,169044,169951,170623,170873,171339,171968,172875,173707,174484,175785,177067,178311,179154,180089,181030,182154,183301,184507,185508,186250,186938,187503,188216,188988,189872,190706,191505,192393,193570,194789,196107,197270,198536,199597,200413,201025,201810,202418,203251,203840,203795,203455,203384,204270,205161,205907,206664,207545,208481,209383,210152,211286,212542,213922,214694,215237,216012,216982,217784,218409,218951,219778,220828,221812,221796,221237,220756,220965,221047,221000,221183,221580,222095,222563,222992,223453,224853,226807,229099,160477.5,169307.9167,179591.4167,206028.75,201566.1667,209167.25,219131.8333,223136.4167
Franklin County,IN,,137332,137545,137912,138054,138219,138018,138000,137892,138138,138391,138834,139238,139473,139347,139124,139147,139375,140460,141494,142738,143378,143909,144162,144378,144421,144609,144865,145563,146104,145966,145667,145574,145806,145967,146164,146576,147651,148821,150015,150390,150745,151346,152241,152803,153419,154239,155122,155821,156179,156604,156924,157561,158397,159410,160338,161341,162249,163083,163869,164831,165958,167136,168372,169463,170417,171221,171928,172554,173145,173758,174633,175520,176306,176763,177508,178347,179200,179775,180569,181489,182258,183013,183239,183466,183600,184271,184687,185099,185582,186376,187125,187878,188859,189929,191372,192874,138131.0833,141415.4167,145606.8333,164099.0833,160065.5,171175.4167,180161.0833,187304.3333
Elbert County,CO,Denver-Aurora-Lakewood,314990,316845,318681,320877,322871,325044,327064,329158,331153,333293,335627,337931,340394,342698,345022,347138,349149,351276,353717,356512,359273,361903,364493,367187,370058,373167,376473,379774,383545,387044,390572,393240,396076,398897,402045,405166,408268,411160,413995,416863,419837,423122,426003,429115,432074,435520,438976,442439,445345,448096,450779,453874,456952,460093,463572,467384,471447,475124,478705,482445,486658,491007,495304,499070,502430,505544,508330,510854,512748,514335,516648,519007,521519,523455,525278,527416,529852,533196,536414,538999,540683,541892,541736,541759,542114,543406,544442,545509,546717,547512,548669,550525,553524,557323,562073,566899,326127.8333,353230.1667,388004.75,458544.8333,462818,505161.25,533516.5833,550726.0833
McDonald County,MO,Fayetteville-Springdale-Rogers,84852,84996,85016,85132,85154,85594,86425,87219,87748,87782,87802,87962,88465,88791,88933,88743,88734,88655,88593,88679,88678,88989,89009,89122,89138,89615,90081,90643,90879,91472,91526,92021,92533,93436,93973,94716,95091,95211,95728,96938,98542,99421,100659,100962,101225,100828,101284,101696,102182,102650,103015,102958,102498,102278,102144,102501,103074,103982,104761,105232,105783,106408,106769,106886,107174,107781,108269,108614,108802,109676,110381,111207,111390,111415,111499,111788,112337,112824,113204,113601,113877,112870,111615,110681,110882,111146,111216,111343,111296,111150,111148,111182,111396,112242,113427,114445,86306.83333,88782.58333,91669.41667,106858.4167,103106.25,108145.8333,112258.4167,111739.4167
Monroe County,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52230,52323,52398,52629,52804,52838,52805,52780,52911,53362,53941,54490,54665,54729,54840,55091,55511,56173,56759,57130,57115,56447,55799,55346,55444,55540,55609,55404,55167,54921,55029,55684,56716,58161,59144,59849,60794,62407,63983,65179,65818,66361,67202,67759,68490,69348,70686,72147,73040,73335,73519,74421,75594,76427,75741,75494,75300,75321,74873,74437,74346,74473,74756,74751,74813,75191,76550,77730,78870,0,0,39476.5,59726.41667,55592.16667,63762.25,73754.33333,75509.25
