RegionName,StateName,Metro,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,2013,2014,2015,2016,2017,2018,2019,2020
Martin County,NC,,68314,67217,66251,65725,65645,65489,65585,65603,65660,65040,64651,64187,64455,64897,65324,65446,65486,65957,65908,65866,65442,66195,66793,67587,67829,68357,68675,69094,69343,69439,69736,70114,70588,70700,70911,71384,71771,71762,71814,71957,72363,72809,73151,73574,73971,74433,74627,74600,74981,75615,76455,76799,77000,76881,77055,76927,77101,76918,77024,76967,76653,76398,76079,76467,76697,77041,77270,77541,77679,77812,78076,78334,78638,78743,78939,78877,78968,79012,79114,79520,79798,79926,79502,79442,79531,79867,80013,80137,80279,80502,80723,80788,80996,81425,82208,82798,65780.58333,65779.66667,69680.83333,79018,76643.58333,77170.58333,79206.58333,80772.25
Waushara County,WI,,118070,117273,116506,116176,116141,116897,117528,117852,117619,117642,117464,117565,117488,117604,117600,117740,117973,117819,117772,117898,118344,118623,118723,118242,118475,118847,119922,120253,120652,120869,121345,121622,121885,122133,122369,122843,122989,123127,122820,122710,122685,122980,123225,123329,123616,123971,124497,125099,125627,126179,126691,127581,128411,129158,129686,130227,130606,131063,131746,132544,133492,134382,135325,136134,136906,137569,138129,138826,139628,140406,140770,141079,141353,141904,142220,142453,142744,143345,144061,144681,145380,146023,146015,145825,145629,145822,146053,146354,146697,146936,147256,147647,148020,148501,149707,151142,117227.75,117985.5,120934.5833,133657.5833,129126.5833,137720.5,143833.6667,147480.3333
Winston County,AL,,96239,95889,95769,95335,94853,94402,94323,94241,94248,93912,93378,92855,92738,92839,92885,92864,92982,93189,93225,93385,93465,93850,94154,94631,94751,94894,94925,95178,95113,94846,94738,94508,94466,94297,94660,95018,95586,95882,96177,96379,96722,97068,97221,97520,97792,98118,98060,98058,98286,98789,99306,99603,99861,100270,100790,101235,101533,101772,102053,102372,102358,102367,102477,102937,103503,104072,104567,105075,105512,105917,106293,106488,106852,107018,107628,108186,108706,108843,108982,109011,109063,109318,109648,109911,109945,110144,110061,109893,109709,109799,109918,110130,110388,110511,110586,110790,94620.33333,93350.58333,94782.83333,104966.75,100489.1667,104297.1667,108597.1667,110156.1667
Lamoille County,VT,,238288,237890,237827,237873,237919,237122,236355,235805,235766,235686,235373,235123,234881,234814,234428,234396,234505,234976,235664,236124,236193,236144,236204,236629,236840,237271,237558,237659,237426,237367,237236,237357,237516,237944,238360,238320,238562,238874,239584,240147,240762,241222,241607,241760,242118,242454,242906,243420,243622,243726,243772,244389,245076,245883,246530,247491,248373,249252,250001,250816,252203,253223,254350,254895,255627,256109,256913,257886,258771,259332,259814,260461,260956,262533,264235,266449,267614,268840,269957,271714,273695,275686,276563,277211,277841,278455,278899,279184,280303,281617,283006,283852,284675,285760,287897,290250,236752.25,235413.1667,237571.1667,260978,246577.5833,256632,269621.0833,282644.9167
Roscommon County,MI,,63785,64455,65026,65494,65602,65733,66052,66009,66196,66194,66623,66966,67029,66659,66433,66707,67525,68087,68317,68526,68781,68925,68959,69059,69738,70487,71349,71983,72499,73146,73594,74157,74611,75823,77187,78354,78309,78265,78035,78079,77818,77784,78910,80096,81455,81877,82188,82442,83574,84742,86024,86737,87447,87771,87889,88244,88899,89739,90371,90731,90625,90780,90996,91812,92821,93845,93473,92632,90758,89561,88319,88552,89177,89980,90236,90397,90585,91618,92979,94296,95177,95720,96011,96000,95980,95941,95963,95959,95937,95392,95301,95454,96423,97383,98650,99526,65677.91667,67917.25,73577.33333,86134.33333,87680.66667,91181.16667,92681.33333,96492.41667
Dawson County,NE,Lexington,84904,85213,85492,85797,86077,86185,86234,86280,86500,86756,87038,87290,87546,87841,88136,88425,88683,88981,89358,89733,90107,90415,90749,91079,91464,91850,92291,92693,93076,93496,93886,94280,94590,94916,95247,95579,95885,96207,96544,96900,97293,97720,98185,98694,99187,99782,100327,100921,101525,102161,102748,103329,103859,104408,104900,105389,105937,106468,107084,107690,108191,108593,108975,109467,110087,110716,111339,111923,112511,113016,113589,114230,114988,115574,116077,116522,117103,117624,118245,118937,119617,120164,119849,119529,119177,119463,119658,119852,119917,120063,120188,120317,120486,120846,121858,122896,86147.16667,89254.41667,93614,106102,104624.8333,111053.0833,117852.4167,120393.4167
Fredericksburg City,VA,Washington-Arlington-Alexandria,274212,274541,274830,275160,275398,275562,275721,275963,276245,276448,276654,277011,277725,278445,279081,279779,280471,281297,281947,282614,283169,283721,284175,284586,284975,285277,285517,285526,285681,285740,286019,286056,286203,286250,286425,286735,286949,287289,287410,287617,287739,287894,287908,288132,288404,288904,289394,289388,289448,289427,290094,290732,291365,292040,292822,293749,294626,295511,296731,298095,299117,299947,300613,301719,302717,303704,304602,305401,306335,307290,308656,310447,313144,315573,317840,319425,320963,322469,324072,326266,328430,330493,329714,328937,327391,327921,327986,328485,329258,330266,331422,332329,333412,334792,338322,341912,275645.4167,281417.5,285867,311980.25,292886.6667,304212.3333,323110.5,331958
Fayette County,IN,Connersville,64075,64193,64237,64406,64417,64535,64614,64836,64938,65085,65352,65696,66085,66305,66556,66719,67017,67181,67426,67617,68010,68209,68384,68414,68613,68818,69032,69175,69275,69353,69301,69250,69053,68988,69015,69190,69362,69429,69508,69460,69443,69521,69665,69808,69503,69333,69340,69743,69563,69194,68629,68706,68799,68944,69004,69002,69941,70913,71279,70816,70840,71753,72891,73606,74226,74798,75341,75939,76320,76460,76839,77338,78080,78407,78785,79091,79475,79949,80509,81108,81314,81463,81381,81550,81489,81566,81516,81659,81847,82050,82284,82536,83057,83797,84789,85788,64698.66667,67326.91667,69088.58333,75275.41667,69565.83333,74695.91667,80092.66667,82698.16667
Bremer County,IA,Waterloo-Cedar Falls,127799,128083,128280,128622,128853,129297,129693,129989,130280,130372,130608,130839,130887,130995,131233,131785,132314,132722,133205,133758,134396,134613,134793,135005,136541,137997,139401,139881,140515,141189,141894,142571,143260,145186,147172,149012,149255,149464,149731,150454,151129,151812,152459,153201,153831,153997,154015,154221,155002,155833,156595,157254,157882,158629,159348,159961,160379,160582,160928,161342,161666,161960,162321,162992,163602,163811,163808,163822,164090,164350,164558,164720,164983,165370,165749,166275,166838,167475,167990,168660,169317,170002,170184,170348,170503,170708,170847,170724,170624,170657,170903,171044,171110,171212,171689,172182,129392.9167,132975.5,142051.5833,164381.75,158644.5833,163475,167765.9167,171016.9167
Upshur County,WV,,78099,78561,79005,79384,79553,79778,79980,80239,80599,80628,81001,81056,81166,80410,79855,79605,79790,80128,80537,80955,81112,81610,82101,82962,83725,84764,85495,85932,86210,86206,86184,86177,86485,86728,86818,86821,86952,87316,87842,88273,88645,88976,89428,89613,90059,90600,91367,92093,92446,92895,93431,94432,95521,96659,97682,98712,99524,100735,101903,102816,104047,105164,106496,107068,107421,107792,108291,108900,109239,108832,108714,108854,109060,108853,108982,109442,110163,110557,110877,111204,111457,111468,110501,109421,108563,108398,107609,106842,105996,105426,104894,104334,104003,104104,104791,105523,79823.58333,80852.58333,85962.08333,96498.75,97229.66667,107568.1667,110165.4167,105873.5833
Sabine Parish,LA,,79959,80590,80793,80985,81330,81286,81378,81627,82413,82942,83359,83661,84041,84104,84445,84900,85417,85998,86467,86964,87040,87682,88186,89045,89845,91002,91683,91799,91800,91980,92118,92290,92659,92882,93239,93189,92816,92357,92079,92347,92541,92910,93240,93541,93750,94013,94105,94292,94577,94843,95232,95803,96555,97072,97492,97861,98261,98453,98766,99091,99741,100144,100305,100132,100058,100083,100287,100617,101045,101509,102139,102954,103505,103698,103715,103909,104179,104374,104621,104983,105546,106109,106432,106637,106846,107532,108412,109266,109973,110736,111390,111915,112252,112640,113138,113644,81693.58333,86190.75,92040.5,100931.6667,97000.5,100751.1667,104809,110645.3333
Stark County,ND,Dickinson,187337,189078,191367,193521,195586,197751,199761,201765,203575,205398,207115,211039,214774,218453,219936,221580,223337,224911,226515,228070,230000,231983,233947,234813,235666,236403,238142,239855,241440,243364,245120,246759,247741,248497,249317,249755,250145,250499,251250,252017,252736,252983,253309,253748,254548,255309,255664,256011,256447,256957,257316,257467,257672,258001,258269,258088,257615,257265,257302,257414,257221,256951,256602,256656,256814,256992,256896,256957,257224,257326,257548,257979,258749,259467,259923,259691,259900,260216,261108,261869,262661,263649,263126,262528,261692,261691,261715,262131,262207,262252,262065,262051,262028,261990,263039,264114,198607.75,225693.25,243504.9167,273997.8333,257484.4167,257097.1667,261073.9167,262247.9167
Scott County,IN,Louisville/Jefferson County,87499,87467,87493,87481,87508,87334,87188,87058,87097,87096,87104,87139,87229,87327,87461,87643,87821,88130,88501,88957,89325,89595,89846,90123,90379,90565,90681,90751,90897,91008,91099,91130,91194,91369,91499,91695,91737,91835,91991,92327,92566,92773,92902,93020,93090,93320,93613,93858,94411,95136,95828,96240,96602,97079,97497,98067,98723,99412,100050,100705,101212,101645,102132,102843,103624,104376,105288,106120,106945,107405,107874,108396,109021,109766,110453,111157,111744,112332,112986,113653,114184,114573,114598,114697,114844,115184,115410,115591,115890,116232,116503,116812,117254,118023,119129,120202,87288.66667,88496.5,91022.25,100393.9167,97479.16667,104821.6667,112430.3333,116756.1667
Otsego County,MI,,99158,99755,100482,101222,101879,102458,102976,103416,103797,104172,104614,105193,105843,106465,107055,107644,108291,108769,109278,109664,110122,110481,110967,111469,111935,112379,112684,113020,113405,113808,114123,114535,115044,115704,116228,116586,116931,117258,117705,118052,118440,118900,119533,120116,120733,121299,121826,122384,122972,123688,124444,125324,126165,126906,127490,128097,128482,128884,129422,130322,131181,132003,132733,133510,134160,134850,135483,136149,136932,137747,138559,139142,139681,140294,140948,141629,142386,143115,143836,144380,145022,145567,145608,145509,145485,145746,145930,146070,146268,146545,146937,147495,148018,148651,149704,150972,102426.8333,108837.3333,114120.9167,129146.9167,126849.6667,135204.0833,143164.5833,147318.4167
Sumner County,KS,Wichita,73969,73874,73759,73811,73918,74205,74814,75476,75943,76190,76415,76823,77061,77266,77359,77312,77202,77132,77212,77300,77295,77351,77474,77669,78048,78532,79000,79356,79736,80083,80294,80499,80794,81072,81339,81418,81547,81653,81901,82132,82383,82602,83041,83538,84118,84521,84710,85053,85147,85366,85394,85733,85975,86123,86138,86121,86124,86054,86123,86134,86376,86507,86687,86699,86761,86802,86744,86853,86945,87366,87801,88122,88271,88509,88657,88909,89036,89615,90121,90163,90326,90454,90473,90303,90067,90062,90112,90106,90203,90005,89947,90181,90345,90415,90561,90933,74933.08333,77302.75,80014.25,89884.75,85869.33333,86971.91667,89569.75,90244.75
Buchanan County,VA,,53894,53932,53912,53916,54118,54481,54828,55010,54907,54825,54811,55042,55458,55762,56052,56181,56342,56318,56378,56539,57003,57433,57808,58005,58180,58412,58659,58855,58868,58849,58747,58532,58352,58196,58200,58126,58046,57905,57677,57499,57567,57696,57954,58173,58309,58444,58456,58595,58559,58472,58365,58415,58320,58396,58311,58475,58567,58668,58765,58732,58673,58679,58805,58929,59089,59179,59345,59273,59067,58852,58684,58794,59108,59521,60165,60561,60990,60858,60825,60915,61394,61821,61946,61899,61800,61773,61467,61344,61235,61587,61885,62177,62280,62450,62870,63353,54473,56606.58333,58498,62870.58333,58503.75,58947.41667,60833.58333,62018.41667
Lawrence County,SD,Spearfish,185698,187115,188325,188779,189439,190047,190666,190931,191322,191531,191859,191576,191175,190934,191448,192298,193063,193820,194566,195403,196175,196908,197664,198635,199481,199964,200114,200464,201002,201887,202696,203557,204202,204892,205601,206350,207196,208164,209142,210075,210809,211221,211646,212263,213251,214319,215332,216487,217577,218769,219767,220735,221704,222711,223696,224493,225105,225687,226412,227142,227978,228784,229743,230638,232009,233094,234286,235163,236496,237826,238920,239752,240452,241010,241652,242348,243377,244164,244891,245564,246507,247365,247857,248255,248690,249452,250113,250755,250902,251386,251875,252603,252926,253316,254067,255006,189774,194340.75,202517.5,228854.5833,222816.5,233724.0833,244453.5,251757.5833
Brooke County,WV,Weirton-Steubenville,70566,70772,71059,71125,71085,71005,70932,71034,70980,70944,70898,71014,70547,69957,69423,69486,69837,70267,70704,70936,71242,71482,71745,71897,72376,72826,73210,73421,73527,73534,73582,73671,73857,74036,74302,74566,74922,75406,75870,76023,76043,76179,76441,76626,76788,76859,76791,76650,76518,76437,76429,76541,76885,77245,77455,77679,77765,78203,78806,79463,79864,80382,80934,81611,81856,82037,82289,82698,83276,83547,83749,83990,84478,85302,85944,86587,86974,87417,87721,88039,88331,88605,88652,88665,88714,88481,88309,88060,88197,88330,88570,88723,88843,89061,89468,89897,70951.16667,70626.91667,73575.66667,82430.33333,77452.16667,82186.08333,87226.25,88721.08333
Page County,VA,,142799,142918,143093,143079,142901,142826,142867,142797,143034,143074,143240,143198,143306,143494,143761,144144,144572,144702,144715,144832,144893,144971,145163,145387,145355,145102,145000,145292,145623,146036,146341,146669,146782,146799,146634,146568,147263,148036,148630,148473,148407,148379,148437,148392,148544,148934,149394,149845,149614,149322,149030,149118,149216,149314,149610,150053,150497,150828,151314,151786,152269,152705,153257,153961,154481,154981,155317,155701,156027,156430,157021,157775,158692,159595,160320,161006,161705,162437,163181,163996,165037,166056,165911,165575,165106,165382,165629,165827,166187,166634,167208,167775,168296,168926,170439,172157,142985.5,144495,146016.75,160775.1667,149975.1667,154993.75,162792.5833,167463.8333
Menominee County,MI,Marinette,59997,60052,61029,62359,63183,63620,63714,63833,64254,65099,66103,66625,67190,66998,66520,65942,65869,65859,65633,65687,66007,65949,66225,67077,68331,69461,70091,69967,70252,70854,72261,73109,73465,73857,73964,74003,74184,74535,75207,75824,76138,76526,76390,76530,76752,77310,77647,78038,78284,78736,79173,79871,80733,81174,82252,83167,84242,84481,84901,85145,84830,84607,84494,85157,85490,86054,86280,86583,86630,86534,86150,85907,86026,86568,87199,87749,88161,88288,88197,88423,88963,90003,90658,91051,91483,91758,92027,91961,92217,92758,93611,94268,94829,95300,96261,97478,63322.33333,66246.33333,71634.58333,82423.66667,81846.58333,85726.33333,88440.5,93662.58333
Hampshire County,WV,Winchester,131643,131766,132079,132028,132158,132173,132469,132736,133082,133303,133535,133672,133896,134157,134341,134513,134569,134746,134792,134993,135225,135570,135809,136063,136030,136120,136346,136734,137081,137178,137319,137254,137210,137144,137187,137356,137583,137786,137799,137809,137936,138229,138385,138395,138228,137976,137684,137374,137142,136947,136829,136905,137065,137315,137528,137658,137927,138362,139027,139523,139875,140165,140526,140714,140522,140293,140229,140862,141526,142080,142446,142974,143540,143976,144260,144566,144963,145495,146170,146752,147219,147522,147138,146755,146461,146765,146995,147285,147725,148124,148416,148530,148773,149247,150384,151569,132553.6667,134889.5,136913.25,149378.3333,137685.6667,141017.6667,145696.3333,148356.1667
Fairfield County,SC,Columbia,74311,74967,75619,75845,75914,75996,75898,76074,76316,76592,76777,76979,76756,76495,76350,76689,77046,77201,77614,77992,78502,78831,79252,79731,80082,80499,80767,80854,80954,81247,81568,81723,81778,81974,82211,82235,82615,82988,83500,83794,84182,84656,85039,85370,85564,85746,86011,86394,86902,87093,87253,87364,87718,88045,88349,88617,88905,89336,89686,90077,89690,89689,89748,90369,90486,90324,89977,90075,90258,90213,89999,89922,90481,90735,90886,90957,90969,91099,91360,91828,92381,92987,93132,93278,93196,93685,94002,94124,94492,94920,95352,95422,95394,95422,95908,96325,75940.66667,77704.91667,81324.33333,91507.83333,88278.75,90062.5,91674.41667,94853.5
Ohio County,KY,,71795,72036,72221,71901,71641,71411,71481,71693,71892,71955,71734,71407,70933,71130,71416,72116,72531,73339,74142,74689,74885,75149,75790,76346,76590,77059,77579,77908,78207,78403,78864,79484,79970,80678,80944,81690,82238,82281,81970,81820,82181,82542,82992,83216,83828,83997,83947,83438,83291,83667,84396,85072,85525,85948,85987,86265,86309,86677,87360,88447,89290,89902,90149,90568,90973,91392,92084,92535,93194,93678,94282,94748,95073,95320,95544,96115,96701,97308,97796,98210,98572,99000,99170,99159,99092,99291,99725,99823,99984,100170,100440,100889,101361,101863,102486,103303,71763.91667,73538.83333,78948,89678.33333,85745.33333,91899.58333,97330.66667,100702.25
Leake County,MS,,101847,102149,102053,101059,99820,99019,98838,98943,99358,100071,100598,101110,101501,101982,102292,103453,104430,105445,106369,106812,106180,104984,104432,104643,104912,105816,107048,107706,107925,107944,107508,107638,108176,109028,109304,109129,108560,106627,105209,104644,105124,104884,105109,105452,106373,107046,107930,108990,110565,112394,113422,113867,113700,114141,114462,114534,114786,115050,114529,113503,112985,113755,114642,114951,115322,116442,117604,118691,118571,118514,118715,119410,119298,119149,119213,120309,121103,121368,121458,121652,121961,122213,122532,122922,123479,123427,123349,122874,122723,122521,122446,122369,122717,123052,123325,123380,100405.4167,104376.9167,107677.8333,115423.0833,113746.0833,116633.5,121098.1667,122971.8333
Panola County,TX,,103096,103654,104131,104540,104949,105427,105989,106661,107284,107905,108544,109204,109870,110459,111067,111743,112388,113010,113550,114036,114654,115277,116095,116697,117479,118103,118887,119517,120278,121066,121933,122719,123488,124239,124737,125190,125615,126258,126746,127268,127805,128513,129114,129749,130284,130897,131519,132338,133034,133642,134164,134742,135288,135658,136129,136610,136867,137041,137237,137731,138199,138883,139625,140382,140722,141112,141323,141782,142252,142726,143062,143219,143387,143807,144393,145086,145883,146322,146777,146986,147622,148094,148422,148525,148845,148932,148853,148669,148630,148889,149212,149598,149696,149923,150321,150924,105948.6667,113237.1667,121469.6667,139274.6667,135678.5833,141107.25,146275.3333,149374.3333
Wyoming County,WV,,37883,37393,37291,37282,37448,36920,36473,36028,36279,36263,36416,36371,36492,36281,36224,36189,36056,35974,36174,36645,36892,37287,37571,38063,38273,38412,38358,38409,38562,38783,38820,38815,38870,38785,38642,38383,38340,38429,38467,38425,38363,38319,38233,38119,37845,37653,37420,37359,37399,37476,37536,37473,37348,37300,37303,37307,37415,37558,37818,37940,37829,37764,37714,37819,37789,37742,37723,37694,37721,37775,37858,37915,37924,38155,38294,38421,38423,38430,38443,38407,38397,38308,38070,37883,37811,37605,37422,37201,37150,37089,37003,36956,36852,36785,36797,36813,36837.25,36654,38592.66667,41279.58333,37489.41667,37778.58333,38262.91667,37123.66667
West Baton Rouge Parish,LA,Baton Rouge,152812,152692,152572,152713,152918,152917,153059,153289,153637,153880,153883,153830,154179,154873,155594,156099,156615,157256,157911,158548,159186,159903,160293,160650,160851,161283,161608,161956,162315,162771,163235,163743,164277,164855,165686,166495,167146,167613,168086,168639,169017,169401,169836,170184,170462,170700,171026,171474,172301,173014,173871,174430,175255,175806,176287,176666,177076,177383,177739,177935,177328,176713,176114,176366,176559,176910,177240,177652,178031,178513,179251,180073,181148,181611,182010,182258,182917,183538,184019,184618,185363,186041,185720,185399,185218,185952,186523,186855,186864,186902,187094,187208,187254,187350,188088,188825,153183.5,157592.25,163256.25,183339.9167,175646.9167,177562.5,183720.1667,187011.0833
Meigs County,OH,,55050,55025,55069,55127,55293,55330,55418,55524,55740,56089,56337,56596,56840,57194,57491,57823,58223,58719,59129,59377,59598,59744,60035,60164,60359,60517,60786,60968,61063,61216,61380,61571,61730,62000,62246,62518,62825,63105,63314,63484,63606,63746,63746,63793,63901,64141,64460,64826,64716,64558,64342,64484,64732,64923,65358,65719,65914,65812,65737,65839,66488,67229,68040,68581,68957,69281,69431,69742,70035,70418,70607,70871,71124,71492,71901,72208,72425,72574,72838,73265,74101,74687,74948,74786,74676,74723,74688,74833,75163,75652,76149,76506,76642,77046,77868,79027,55549.83333,58694.75,61362.83333,68955.41667,65177.83333,69140,73029.08333,76081.08333
Staunton City,VA,Staunton-Waynesboro,134956,135089,135336,135637,135973,135995,136058,136059,136386,136603,136795,136899,137149,137378,137502,137710,137959,138468,138829,139302,139345,139443,139485,139805,140006,140241,140387,140506,140564,140655,140769,140780,140911,141123,141405,141531,141710,141895,142197,142439,142690,142872,143292,143782,144353,144772,145234,145637,146007,146352,146704,147064,147374,147783,147878,148055,148165,148571,149049,149593,150046,150342,150540,150863,151224,151667,152057,152335,152629,153003,153599,154312,155168,156110,157103,158054,158849,159307,159873,160709,161836,162788,162608,162282,161808,162028,162111,162219,162518,163116,163807,164419,164911,165553,167056,168742,135982.1667,138531.25,140739.8333,155200.3333,147716.25,151884.75,159557.25,164024
Houston County,TX,,72355,72812,73283,73696,74051,74359,74681,75059,75550,76065,76599,77092,77491,77840,78254,78792,79471,80131,80782,81339,81793,82283,82817,83402,83832,84189,84595,85015,85386,85719,86030,86361,86716,87200,87571,87903,88432,89114,89701,90048,90484,91004,91574,92188,92907,93525,94122,94606,95064,95482,96002,96603,97009,97297,97757,98253,98536,98629,99081,99823,100508,100854,101022,101391,101710,102150,102026,102098,102233,102768,102736,102732,102840,103550,104157,104619,104973,105297,105901,106329,106612,106904,106999,107280,107188,107240,107249,107270,107457,107649,107880,108153,108557,108818,109456,109914,74633.5,80366.25,85876.41667,98800.66667,97461.33333,101852.3333,105455.0833,108069.25
Caswell County,NC,,87292,87393,87483,87542,87522,87510,87546,87693,87787,87832,88003,88182,88586,88948,89398,89672,89978,90281,90600,90798,91075,91410,91743,92039,92076,92262,92340,92577,92701,92840,93053,93249,93381,93543,93707,94022,94278,94477,94725,95002,95427,95872,96302,96953,97671,98362,98936,99224,99665,100117,100650,101049,101387,101804,102285,102544,102755,102941,103193,103625,104135,104746,105282,105886,106505,106916,107176,107501,108008,108423,108687,109218,109812,110220,110110,110062,110108,110331,110492,110830,111111,111576,111840,111665,111217,111019,111401,111755,112083,112421,112929,113375,113855,114328,115109,116169,87648.75,90377.33333,92979.25,104270.9167,101834.5833,106873.5833,110679.75,112971.75
Iowa County,WI,Madison,131192,131136,131001,130786,130544,130332,130228,130195,130176,130178,130341,130598,130870,131106,131256,131471,131748,132138,132616,132979,133259,133597,133906,134319,134591,134971,135303,135752,136139,136632,137033,137505,138076,138592,139146,139617,140243,140827,141637,142295,143025,143603,144269,144977,145663,146378,147080,147784,148549,149237,149969,150735,151576,152277,152976,153623,154321,155069,155961,156911,157864,158935,159937,160927,161828,162839,163709,164518,165290,166096,166579,167022,167406,168022,168581,169178,169952,170854,171882,172934,174018,174804,174718,174497,174337,174608,174829,175057,175250,175420,175649,175984,176380,177055,178610,180372,130558.9167,132438.75,136946.4167,155616.5,152600.3333,162962,171403.8333,176129.25
Fannin County,GA,,163605,164489,165062,165905,166799,167986,169014,169446,170009,170896,172395,173576,174968,176537,178381,179653,180773,181759,182866,183667,184483,185249,186063,187080,188681,190478,191946,193060,194096,195075,195911,196800,197640,198677,199571,200270,199987,199568,199515,200135,200885,201526,202419,203222,203930,204360,204834,205195,206072,207149,208310,209302,209968,210857,211535,212742,214088,215783,217437,219252,220707,222024,223144,224576,226449,228415,230292,231825,232973,233950,235058,236679,238404,239730,241052,242124,243445,244745,246432,248175,249499,250644,250362,250239,250004,251048,251838,252768,253478,254269,254990,255879,257419,259291,262393,265271,168265.1667,181789.9167,195183.75,218820.5,211874.5833,228841,245404.25,255720.6667
Butts County,GA,Atlanta-Sandy Springs-Roswell,93906,94273,94680,95111,95570,96013,96473,96917,97373,97930,98563,99088,99441,99826,100303,100864,101414,101923,102438,102905,103318,103686,104053,104530,104919,105361,105739,106206,106613,106945,107266,107609,107941,108252,108556,108956,109595,110135,110473,110711,111051,111596,112096,112582,113033,113443,113887,114191,114435,114658,115080,115497,115916,116240,116649,117156,117819,118560,119185,119789,120383,120971,121605,122292,122995,123633,124105,124551,124898,125311,125952,126786,127661,128390,129017,129566,130130,130863,131738,132758,133652,134531,134647,134687,134579,135050,135455,135923,136412,136873,137342,137744,138319,138919,140082,141284,96324.75,102058.4167,107030.25,120979.0833,116748.6667,123623.5,131470,137331.8333
King George County,VA,,258955,259358,259796,260108,260200,260268,260460,260838,261288,261640,261975,262326,262726,263155,263557,264275,265210,266112,266803,267206,267456,267642,267852,268197,268614,268947,269209,269253,269229,269249,269265,269447,269520,269745,269887,269877,269787,269850,270025,270200,270265,270395,270519,270620,270815,271091,271545,272070,272583,272909,273299,273670,274121,274445,275024,275678,276482,277208,278181,279151,279996,280647,281108,281782,282513,283393,284015,284589,285130,285743,286646,287776,289268,290699,292224,293716,295039,296330,297635,299448,301263,303021,302575,301998,301073,301621,301927,302272,302879,303673,304730,305601,306659,307964,310994,314280,260601,265849.25,269353.5,293088.25,275229.25,283611.5,296934.6667,305306.0833
Antrim County,MI,,133841,134419,134758,135218,135651,136053,136367,136775,137498,138403,139269,140079,140713,141281,142009,142601,143284,143915,144470,144754,144888,145149,145552,146064,147051,148188,149135,149944,150745,151717,152589,153362,154005,154489,154850,154842,154750,154684,154938,155312,155612,155825,156240,156840,157582,158225,158993,159540,159979,160595,161631,162778,163746,164690,165502,166238,166982,167903,168864,170115,171436,172244,172631,172991,173808,174604,175364,176117,176809,177449,178068,178911,179611,180743,181740,182832,183846,184919,186133,187089,188039,188933,189019,189076,189087,189685,190230,190733,191180,191682,192191,192992,193902,194930,196675,198371,136527.5833,143723.3333,151743.0833,169448.5833,164918.5833,175036,185165,192638.1667
Currituck County,NC,Virginia Beach-Norfolk-Newport News,271456,270861,271020,271368,271660,271853,271982,272783,273442,274270,274546,275232,275590,276075,276251,276646,277239,277973,278644,279134,279794,280619,281727,282499,283520,284173,284864,285070,285242,285314,285565,285822,286045,286209,286448,286820,287123,287640,288307,289113,290081,291019,291996,292719,293512,294305,295049,295767,296426,297234,297965,298882,299745,300735,301728,302790,303803,304838,306150,307798,309519,311184,312605,314110,315373,316542,317469,318798,320252,321786,322877,323853,324592,325101,325663,326256,326975,327743,328674,330082,331459,332619,332628,332433,332415,333287,334191,335029,335988,337053,338239,338983,339836,340958,343284,345924,272539.4167,278515.9167,285424.3333,315287.5833,301507.8333,317030.6667,328685.4167,337932.25
Wasatch County,UT,Heber,293413,295752,298298,300573,302898,304826,306738,308538,310526,312463,313951,315156,316212,317353,318424,319721,321110,322532,323858,325223,326541,328066,329716,331556,334061,336596,339066,340939,342840,345020,347183,349327,351285,353496,355792,358253,359474,360792,362049,364378,366654,368799,371074,373402,376148,378127,380322,382310,385481,388541,391757,394656,397564,400514,403281,406187,408954,412306,415563,419181,422729,426502,430325,433992,437918,441940,446048,449456,452673,455516,457753,459656,461824,464613,467437,470066,473300,476528,479763,482147,484408,487138,489611,492147,493631,495603,497416,499601,501309,503133,505092,508181,511598,514840,518745,522853,305261,323359.3333,346154.8333,400148.5,401998.75,442875.6667,477415.1667,506000.1667
